.0 , 0.0
0.010000000000000009 , 0.0
0.020000000000000018 , 0.0
0.030000000000000027 , 0.0
0.050000000000000044 , 0.0
0.09000000000000008 , 0.0
0.15999999999999992 , 0.0
0.26 , 0.0
0.3999999999999999 , 0.0
0.6100000000000001 , 0.0
0.9099999999999999 , 0.0
1.2899999999999998 , 0.0
1.7 , 0.0
2.1100000000000003 , 0.0
2.49 , 0.0
2.8900000000000006 , 0.0
3.38 , 0.0
3.96 , 0.0
4.63 , 0.0
5.4 , 0.0
6.21 , 0.0
6.98 , 0.0
7.790000000000001 , 0.0
8.67 , 0.0
9.61 , 0.0
10.63 , 0.0
11.69 , 0.0
12.700000000000001 , 0.0
13.78 , 0.0
14.9 , 0.0
16.049999999999997 , 0.010000000000001563
17.209999999999997 , 0.010000000000001563
18.34 , 0.010000000000001563
19.459999999999997 , 0.010000000000001563
20.56 , 0.010000000000001563
21.599999999999998 , 0.010000000000001563
22.599999999999998 , 0.019999999999999574
23.56 , 0.019999999999999574
24.47 , 0.019999999999999574
25.36 , 0.019999999999999574
26.24 , 0.019999999999999574
27.029999999999998 , 0.010000000000001563
27.799999999999997 , -0.030000000000001137
28.529999999999998 , -0.10999999999999943
29.18 , -0.25
29.779999999999998 , -0.4800000000000004
31.529999999999998 , -0.17999999999999972
33.82 , -1.2399999999999984
35.03 , -3.0799999999999983
35.34 , -5.609999999999999
33.6 , -8.440000000000001
30.55 , -9.5
28.25 , -8.219999999999999
26.439999999999998 , -4.300000000000001
24.47 , -1.1499999999999986
21.2 , -1.0700000000000003
